Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con1_GD6_1_50906.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con2_GD7_1_50908.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con3_GD8_1_50910.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con4_GD9_1_50912.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con5_GD10_1_50914.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con6_GD11_1_50916.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con7_GD12_1_50918.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con8_GE1_1_50920.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con9_GE2_1_50922.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con10_GE3_1_50924.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con11_GE4_1_50926.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con12_GE5_1_50928.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con13_GE6_1_50930.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con14_GE7_1_50932.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_Con15_GE8_1_50934.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP1_GF12_1_50970.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP2_GG1_1_50972.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP3_GG2_1_50974.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP4_GG3_1_50976.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP5_GG4_1_50978.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP6_GG5_1_50980.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP7_GG6_1_50982.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP8_GG7_1_50984.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP9_GG8_1_50986.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP10_GG9_1_50988.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP11_GG10_1_50990.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP12_GG11_1_50992.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP13_GG12_1_50994.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP14_GH1_1_50996.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_CPKP15_GH2_1_50998.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP1_GE9_1_50938.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP2_GE10_1_50940.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP3_GE11_1_50942.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP4_GE12_1_50944.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP5_GF1_1_50946.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP6_GF2_1_50948.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP7_GF3_1_50950.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP8_GF4_1_50952.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP9_GF5_1_50954.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP10_GF6_1_50956.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP11_GF7_1_50958.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP12_GF8_1_50960.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP13_GF9_1_50962.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP14_GF10_1_50964.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_KP15_GF11_1_50966.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix1_GH3_1_50936.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix2_GH3_1_50968.d	E:\CL\202506\25062408_HJ_DIA_tims\25062408_HJ_mix3_GH3_1_51000.d
A0A0C4DH24	KV621_HUMAN	IGKV6-21	Immunoglobulin kappa variable 6-21	8436.66	8046.4	60191.4	5222.9	31880.4	24171.5	14161.2	38122.3	66246.3	16050.9	20836.8	9059.94	41597.2	19655.8	19243.8	14867.1	24337.9	17049.7	9003.67	15699.1	15081.3	24176	12823	13774.3	21980.9	15267	24679.7	26622.2	28725.2	21421.8	27494	26766.3	16147.1	16441	19601.3	30986.8	14853.5	23473.7	33995.9	25597.9	20868.6	145518	45005.4	10814.6	20089.4	20641.9	18942.8	23454.7
A0A0C4DH25	KVD20_HUMAN	IGKV3D-20	Immunoglobulin kappa variable 3D-20	583487	562542	670762	650335	970108	571738	884667	478749	580475	498848	345169	815129	969081	365565	768780	5.71543e+06	976773	830375	521276	556380	503432	1.66846e+06	731713	2.42216e+06	1.11242e+06	663423	1.73089e+06	866384	1.45039e+06	1.22221e+06	348888	490300	517268	1.13967e+06	617408	123148	190272	1.12547e+06	1.0592e+06	840691	311251	639410	1.25764e+06	749281	1.47433e+06	1.30044e+06	2.18118e+06	1.63839e+06
A0A0C4DH29	HV103_HUMAN	IGHV1-3	Immunoglobulin heavy variable 1-3		1745.34	106214		183619			238056	132400	123186	54618.3		163983	116139	293834	37644.9	117548	405300	79306.7	45238.1	42235.6	154096	117143		112513	125898	45462.6	86890.8	56447.2	57610.2	99188.2	155136	140852	36240.8	69399.8	82211.5	224321	106837	123050	317134	91109.4	53801.2	299123	98275.2	120812	107536	113501	114564
A0A0C4DH31	HV118_HUMAN	IGHV1-18	Immunoglobulin heavy variable 1-18	48303.6	48426.3	116118	48192.4	109545	174790	57276.9	206712	134726	193887	99314.4	66163.4	309873	224780	491964	45063.7	90180	83195	117030	60136.3	58558	252294	193518	158833	111957	181875	364220	94302.5	570764	479737	181992	168427	151387	176272	91555.7	187900	1.14876e+06	168315	187366	207978	98270.6	147685	225179	619785	179228	250724	248981	261967
A0A0C4DH33	HV124_HUMAN	IGHV1-24	Immunoglobulin heavy variable 1-24	216472	221986	752440	229632	457835	454020	662483	2.12404e+06	654939	432457	198391	591678	524823	442168	1.5061e+06	223255	332386	224067	400666	186956	192023	899699	475792	275106	222184	468680	865756	378166	790965	860281	361583	368343	429036	434310	280149	101447	1.18532e+06	130195	508481	1.36723e+06	390418	370751	324312	495302	571589	411759	406362	404103
A0A0C4DH34	HV428_HUMAN	IGHV4-28	Immunoglobulin heavy variable 4-28								7299.12		9171.74	4902.16		17854												3371.29									11671.9						6062.51			9098.2			10339.8	8635.94	
A0A0C4DH35	HV335_HUMAN	IGHV3-35	Probable non-functional immunoglobulin heavy variable 3-35	12662	12544	32930.6	10773.9	23052	24747	16450.8	15134.7	28324.2	27264.6		8149.12			23796	14343.6	26322.4	20148.1	26496.7	17990.1	8436.91	36625.8	58250.4	25677.2	19373.9	50313.1	37028.3	22984.5	35462.2	29908.8	35400.9	17745.7	20086.5	27509.2	29010.3		21270.6	29830.1	19270.9	47254.7	25298.3	20292.4	20724.7	9538.41	38527.4	15592.5	24883.7	21002.1
A0A0C4DH36	HV338_HUMAN	IGHV3-38	Probable non-functional immunoglobulin heavy variable 3-38	111670	119476	146300	103360	114409	107501	45027.6	138753	100312	129095	44573.4	47197.6	215927	85314.1	110145	121296	116081	115649	105166	104720	97899.4	176192	101146	195370	84520.7	114013	219469	122601	159741	201402	130034	118796	106030	109924	99517.9	88813.7	17391.2	159049	51946.8	198182	103754	56723.5	115317	64413.8	164233	122506	117031	105534
A0A0C4DH38	HV551_HUMAN	IGHV5-51	Immunoglobulin heavy variable 5-51	474160	564798	709506	579788	552531	494209	437805	791155	643235	975988	663851	432429	1.84449e+06	922874	3.00919e+06	535710	627391	815796	849810	447260	478177	1.1424e+06	1.28482e+06	1.30943e+06	566182	1.3582e+06	1.65078e+06	662004	1.3732e+06	1.39066e+06	1.07338e+06	817160	696151	362009	446136	1.10754e+06	1.38543e+06	682048	1.14266e+06	1.52681e+06	936384	750808	1.077e+06	801153	1.23444e+06	928041	929606	901667
A0A0C4DH43	HV70D_HUMAN	IGHV2-70D	Immunoglobulin heavy variable 2-70D	9203.93			6367.04	17465.2		46969.1				32660.4	46804.7		79864.3	12521.2								9890.72		14572.5						76875	18825.3	18219.7		12932.3		15170.2	16384.5	186440	112842		18291.6		9630.48	13808	10296.5	15609.1	
A0A0C4DH55	KVD07_HUMAN	IGKV3D-7	Immunoglobulin kappa variable 3D-7	3077.93	3416.35	3959.75	3105.59	9326.95			9364.16						8930.94			18127.2			4749.04					4354.47			17521.2		11385.7				4853.32		9993.13		14486.8		33108.5		2726.41			10067.6			9159.05
A0A0C4DH67	KV108_HUMAN	IGKV1-8	Immunoglobulin kappa variable 1-8	127269	95376.7	301025	114854	524174	448295	217997	526826	496666	658182	1.36692e+06	329518	1.59183e+06	958193	1.43113e+06	183803	421414	85176.1	109765	1.61863e+06	1.4358e+06	459588	64152	477593	165204	87950.5	124879	175428	408555	319430	502888	649309	455755	468509	238028	602333	428896	394059	428941	823325	30017.7	417361	388758	57493.8	207889	831710	762283	774161
A0A0C4DH68	KV224_HUMAN	IGKV2-24	Immunoglobulin kappa variable 2-24	110879	113406	458818	114815	461582	543966	396124	239165	482163	642501	171878	292648	565377	356355	547538	211954	534565	683199	334459	598502	572379	358683	331467	641671	353169	323374	317591	502653	320921	333937	257222	135781	143788	239571	353185	241102	89094.7	318565	878946	445763	139085	167350	538016	253928	926585	315607	445329	408332
A0A0C4DH72	KV106_HUMAN	IGKV1-6	Immunoglobulin kappa variable 1-6	521913	488745	1.08698e+06	518640	2.00222e+06	1.39122e+06	917205	907875	1.27944e+06	766817	745255	1.02767e+06	942714	1.05745e+06	2.76852e+06	674207	1.68362e+06	1.21456e+06	933068	891034	885396	1.80264e+06	676571	2.41304e+06	993014	757519	895524	1.43893e+06	854844	889069	549035	824003	804781	992348	934048	352478	666976	1.42967e+06	1.04774e+06	1.0469e+06	731615	727525	1.19761e+06	796726	1.66128e+06	1.05119e+06	1.08618e+06	1.14221e+06
A0A0C4DH73;P01611	KV112_HUMAN;KVD12_HUMAN	IGKV1-12;IGKV1D-12	Immunoglobulin kappa variable 1-12	32641.7		157728	14552.5	194080	184798	168477	162848	245476	244391	152635	221105	477343	429307	677431	22551.4	113234	499766	64808.6		45043	217984	100144	109364	73502.2	104677	139155	102279	287632	165347	136130	167158	157849	95949.4	140389	228211	136980	246523	169061	433791	27851.2	62840.7	224124	33984.6	150861	239706	259359	244248
A0A0G2JMI3	HV692_HUMAN	IGHV1-69-2	Immunoglobulin heavy variable 1-69-2		6462.07		20685.7	908390		12478	16972.4	6636.97						1.97041e+06															8190.89										23826.2		6340.91			20618.8			
A0A0G2JS06	LV539_HUMAN	IGLV5-39	Immunoglobulin lambda variable 5-39		2636.73															13140.7	8564.5				5897.77					7355.78	7896.27	8389.85	12177.7								5971.87	470855	18334.9						7506.82	7291.4	4837.31
A0A0J9YVY3	HV741_HUMAN	IGHV7-4-1	Immunoglobulin heavy variable 7-4-1			19680.9		10730.4		6588.9	46142.5	18975			8445.77	25305.2		55324	5920.63	13310.3	15277.8	12268.9	9091.6	9128.69	46126.8	5684.55		36724.7	6185.49	19519.3	16406.7	16549.2	22959.5	16906.8	19330.1	18102.6	6578.21	5166.51	9081.72	19928.8	10583.8	71835.1	128498	8013.54	9424.46	41573.3	10458.6	18806.8	14867.5	19767.7	20150
A0A0J9YX35	HV64D_HUMAN	IGHV3-64D	Immunoglobulin heavy variable 3-64D	129241	147704	106333	166230	175532	104441	60489.8	103133	101974	267886	145083	103380	317481	181946	135087	158299	300449	213059	132085	136063	128384	203943	176335	235896	240638	180022	312195	301532	340184	321680	176062	111491	122243	145104	107431	63175.2	70291.2	524853	109767	218197	144125	136958	210977	87735.5	276431	195214	199289	192282
A0A0J9YXX1	HV5X1_HUMAN	IGHV5-10-1	Immunoglobulin heavy variable 5-10-1	13638.5	40569		57326.3	127434		5316.89									6277.09	17814.9		7892.4			61982.4	78961.3	58846.1		58714.2	233339	29469.5	161873	102790	14540.6	16262.3	21560.9		3489.83		43844.9		97464.2		148217	157757		23342.3	90680	50798.6	27843.6	53474.4
A1L4H1	SRCRL_HUMAN	SSC5D	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	5425.32	8338.56		5679.94		7023.65	11684	10051.2	6479.16		13667.8	7749.81			9765.82	5069.85	9554.34	7211.77	11422.6	11318.6	11920.9	24304.5	12877	12434.4	7981.09	13699.2	13374	5685.85	8724.48	8686.61	12132.5	7617.16	6049.05	8467.4	18399.3	17906.2	15604.5	8697.87	17796.9	8581.24	11813.6	10172.5	11233.4	10413.7	11274.1	6764.08	5947.43	7472.95
A2NJV5	KV229_HUMAN	IGKV2-29	Immunoglobulin kappa variable 2-29	12884.3	9185.72		7813.34	53844.7			28076.8			17555.7		96901.2					7053.42				357776	28575.1	19685		16166.7	21839.9		22858.1	26880.3	57386.6	15447.3	9787.85	15426.2	7965.99	15422.5	51025.6	29551.1	21926.8	50937.7	29502.4	12968.2	30603.1	20510.3	21898.9	29460.1	14801.4	18005.3
A8K2U0	A2ML1_HUMAN	A2ML1	Alpha-2-macroglobulin-like protein 1											5020.95			3135.75																1372.2	3879.09				1945.54		1660.52											
B5ME19;Q99613	EIF3C_HUMAN;EIFCL_HUMAN	EIF3C;EIF3CL	Eukaryotic translation initiation factor 3 subunit C-like protein	1748.47	2685.45		5132.3	2466.47				2649.36						1911.42	4892.2			14146.3			3837.31																	2814.67	2809.82		2848.37				5117.8		5172.76
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	14833.5	12336.4	4672.83	11977.1	16867.1	15684.4	5384.68	7842.36	7487.8		14333.4	5792.6				16964.9		9599.08	55896.1	10157.1	12735.6	45362.8	10396.3	14758.6	11732.7	13330.7	5822.14		8030.26				4205.31	6413.73	3654.27				8164.07	4035.75	14916.2	18303.5			10919.7	14535.4	13160.6	9597.08
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	15830.2	25158.6		33585.3		20799.4																							16817	15652.3				28706.7											8379.21			
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	10977.2	17446.2	11113.6	12049.7	6634.49	5580.65	6385.05	7444.8	7076.35	72881.3	12628					6951.24		3620.54	23671.4	3605.18	2629.45	4740.48	4328.34	8411.66		5827.68	7127.44	2884.77			4051.85				10472.2					7185.41	2179.51	4924.06		2988.97	7949.59		4549.75	
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1		1418.32		3047.08	6744.02	11359.3		4366.13	2925.12															1418.61			4881.18		12434.9	12033.4				14705.5											3529.07			
O00187	MASP2_HUMAN	MASP2	Mannan-binding lectin serine protease 2	1.25999e+06	1.28444e+06	1.03035e+06	1.28172e+06	1.00167e+06	716262	1.12423e+06	537351	736156	903738	855150	1.09049e+06	888495	1.24417e+06	771983	759706	1.5271e+06	655201	1.45681e+06	1.1874e+06	1.10398e+06	1.28836e+06	595756	1.07839e+06	720671	560136	1.12678e+06	1.57557e+06	978806	921355	603909	656283	943380	863560	1.30079e+06	1.56801e+06	827606	1.11271e+06	2.00187e+06	712625	1.00744e+06	1.31872e+06	880243	1.07229e+06	1.07357e+06	672298	719268	634502
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	24550.1	24710.9	6082.34	26244.5	9136.78	38378.2		11573.1	4630.39			3949.46	8135.01	11024.2				4412.84	9086.06		3048.86	11367.8		10893.7	3726.99		24424.3		25594.5	21342.6				36736.6					7887.55	6001.98	14386		5211.51		40734	5850.18	5068.58	5695.78
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	6079.27	5768.73	4440.61	3526.19	4440.83	6718.37	4865.22	2952.51	4442.82		3814.42								6238.4			8017.09			2715.14									5626.07							4406.22	9914.17			6647.46			
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	116029	123167	17647.8	118810	40805.8	34777.1	8240.14	27380.2	24778.2	12811.8	7544.15	16769	9899.24	15391.9	15061.3	18854.5		19301.6	45351.6	7599.57	14536.4	35473.9	16624.5	21733.2	13284.6	15671.5	27012	5969.92	26184.8	20819.3	10762.1	11428.3	11637.2	21331.2	3613.56				16872.6	17012.3	34411.2	25298.2	9235.17	5693.73	36618.8	16556.5	12667.2	13576.4
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	176644	176525	204241	158094	224665	199866	129307	151290	177871	139182	117786	121192	241446	201722	121602	182128	177190	207126	233158	121617	133302	206653	236437	243992	182155	262314	323129	198524	300752	298151	170322	118458	123591	131111	379546	244472	223329	228582	174628	398426	239666	298915	170691	185000	227040	168389	183169	184023
O00410	IPO5_HUMAN	IPO5	Importin-5	3115.15	3585.46	1387.91	2360.81		1990.69					3037.06					974.97			2954.99	1171.78		3991.2	366.777																		1572.05	2037.54			1032.19	306.086		
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	8832.67	8742.69		4835.84	7385.81	5259.23	2303.99								1480.45	2872.66			4584.51			4071.87		2372.62	964.981	1484.95	4800.56		7483.89	5095.98	1148.88			7920.87	1344.72				3788.69	3100.44	7490.65	1459.89			9899.32	3829.39	2707.71	
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	39585.5	39176.8	29562.2	42218.5	147500	23334.4	33463.8	26795.8	24400.8	21782.7	38089.3	37969.5	19171.9	13373	30092.9	79702.5	25877.9	58209.6	87104.5	59840.6	62554.1	52355.3	17126.6	67423.1	57210.8	42865.1	37910.3	33059.6	49369	42977.3	19427.5	19612.8	20086.3	36980.3	24447.9	20367.9	28460.5	43536.2	18552.9	41577.6	61004.8	79495.7	40115	51852.7	38710.4	65642	60664.4	64151.6
O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	6428.69	7250.26	9953.79	7033.04	8302.39	9572.08	13191.1	6374.53	6712.66	5658.9	12561.9	16594.2	16465.7	7395.31	8542.31	7287.35	14055.5	6808.58	9985.18	11101	8898.33	4995.11	5790.59	5432.44	7287.75	8000.44	6365.87	9994	6442.4	8369.68	3604.17	11930.6	10996.8	9819.59	14024.4	16338	11336.6	10026.4	11303.4	8074.97	7997.39	11555.9	5360.04	16028.9	9358.09	7750.35	8266.23	8738.37
O00468	AGRIN_HUMAN	AGRN	Agrin	11858	9973.3	10476.1	12285.2	14915.7	9351.29	10564.2	8367.84	9918.14	10296	12179.3	10853.1	5850.03	8430.88	8600	37756.8	12006.3	15395.1	26385.5	10916.4	10019	12905.2	15321.2	19192.2	13487.5	14564.4	12029	12373.4	14358.2	11953.3	10289.8	5144.98	5674.09	21576.4	13437.4	10182.6	8359.04	14099.9	10164	34328	21068	14834.9	9772.76	16492.5	27311.9	15374.9	15195	14897.5
O00533	NCHL1_HUMAN	CHL1	Neural cell adhesion molecule L1-like protein	66769.2	70405.6	70724.2	68460	108318	55916.5	94830.3	59855.9	72240.4	50869.7	35745.7	91226.6	45708.8	50940.8	71956.2	37891.7	75001.9	59520.3	60805.5	36806.5	46011.3	58242.8	86068.9	71848.6	56413.8	87571.9	84796.5	67446.6	70305.1	72493.6	88035.7	56152.2	52577.8	58666.1	61252.5	97468	37553.3	65390.9	70545.3	55236.4	61059.1	103264	47786	85002.1	66916.4	42837.9	51356.3	54078.9
O00602	FCN1_HUMAN	FCN1	Ficolin-1	5872.66	6989.43	7010.23	6037.78	9781.42	6448.2	3070.12	8451.99			3667.47					12367.4			2909.69			5639.98	6701.15		5237.66	9023.72	5501.32	1600.8	3057.11	2370.18	9861.76		5334.34	2060.27			5500.61		4464.12	6632.84	15143.5	8617.24		2399.11	3431.43		1880.54	1731.58
O00748	EST2_HUMAN	CES2	Cocaine esterase	3952.86			4098.27		4983.25	6366.05				8902.49	3308.45	7615.91		7524.43	2682	7061.21	4426.41	6740.59	7194.8	6089.47	4011.6		5493.14	4690.89			7033.22	7100.52	5377.29			7448.21	6497.3	9265.16	11260.7		5888.52	9462.95	5927.03	4616.21	7039.63	5927.28	6302.28	4600.38	4166.56	4112.06	5391.63
O14498	ISLR_HUMAN	ISLR	Immunoglobulin superfamily containing leucine-rich repeat protein	46558.7	52370.8	32602.6	53391.4	101367	44688.4	24843.8	27595.2	31307.6	8742.12	18505.4	19229.7	51106.7	23523.8	25293.6	24510.6	43636.5	26629.6	41341.9	29667	26776.9	42569.6	55598.8	40275.8	43293.9	41864.9	46164.2	34698.7	61565	46303	30229.5	18438.4	21715.4	19920.6	61667.4	60309.3	22923.6	58368.1	61786.8	24432.7	46461.7	59216.5	18460.5	47168.6	58240.3	30629.3	37049.3	35829.1
O14594	NCAN_HUMAN	NCAN	Neurocan core protein	2636.67	2935.04	4155.23			1723.1			2092.41			1910.68		1442.59	1534.4	3263.43				3063.48	4611.12		2779.92			3405.53	2685.62		1295.94	1483.58			871.057	915.806				2356.46				2878.12			2943.08	1674.16		1899.31
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10				5989.22	11868	7268.57		3811.48	7205.91						7302.26	13719	10769.5	11871.9	15419.2	9587.6	9322.53	10674.7	15350.7	7132.28	14887.5	15038.4	5806.61	6843.68	9999.77			7519.43		9476.08	9860.75		10512.8	14469.3	4074.57		6886.55	8023.88		12494.9	13179.5	10347.6	9909.81	9345.86
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	10487.5	12253.9	22695.3	9164.64	17021.8	29256.3	20986	16764.4	19568.6	12510.4	18766.3	7334.2		17016.3		18798	17814.2	7983.85	8683.11	20899	14161	4851.17	11487	21000.6	8610.28	13187.9	16785.1	13988.7	16246	15681.5	5869.47		8652.23	18105.2	14134.7	13849.5	14924.1		11490.5	6723.04	23284.1	20011.1	10402.7	11411.7	23024.9	12953.8	14373.8	9814.25
O14786	NRP1_HUMAN	NRP1	Neuropilin-1	121375	127468	107500	125669	241847	107416	170845	103176	109902	103610	121407	172021	115124	149832	94869.1	144361	148770	85433.8	219337	122211	128340	144297	154409	185705	79344	156034	155568	131552	177516	173380	108361	80756.6	76864.3	131606	185869	142076	141514	134788	203253	208400	160838	205438	103289	125025	162902	138288	136334	141560
O14791	APOL1_HUMAN	APOL1	Apolipoprotein L1	1.43771e+06	1.39674e+06	1.4649e+06	1.40336e+06	881120	1.91386e+06	1.69069e+06	1.53324e+06	1.2287e+06	1.1178e+06	1.25969e+06	1.18082e+06	1.08584e+06	837695	1.00166e+06	1.76598e+06	1.49237e+06	1.28323e+06	705808	1.82808e+06	1.85335e+06	1.46805e+06	1.52635e+06	1.0556e+06	1.02206e+06	1.34762e+06	1.30896e+06	1.98651e+06	1.01266e+06	996177	1.52973e+06	1.36059e+06	1.83753e+06	1.13975e+06	1.9831e+06	1.03807e+06	897560	1.12586e+06	1.32519e+06	1.09139e+06	1.01677e+06	1.72312e+06	1.22889e+06	1.67773e+06	597075	1.10495e+06	1.09194e+06	1.06672e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	78550.4	79308.3	52307.8	76781.9	101617	48899.8	114919	44707.8	44573.5	55425.5	74393.2	102650	68473	85725.8	51780.9	483231	74757.4	89253.3	205550	99472.1	90520.3	173444	144059	231708	292264	158431	45439.5	66000	51713.9	50261.6	63379.4	61406	71639.1	137061	345529	31814.5	210713	185252	69167.1	101819	212455	325656	91288.6	127438	219083	121914	129070	124529
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	48841.9	53943.6	20060.6	47731.7	25541.9	46761.2	17085.7	23549.1	13673.1	20319.7	20623	24103.1	12656	14470.6	29864.1	72729.6	5011.43	25290.9	181732	20030.2	19822.8	47562.3	15435.7	73399.4	47859.9	18896.4	91684.2	6208.4	59231.9	68352.4	14027.6	13589.8	8912.06	122984	12620.6		11005.6	6665.12	21647	36338.9	51594	39124.3	10485.4	14399.4	114575	51575.8	49548.9	52405.4
O14960	LECT2_HUMAN	LECT2	Leukocyte cell-derived chemotaxin-2	34625.3	33655.7	29094.2	43524.4	31975.5	12675	15497.8	9512.94	8004.73	6831.62	31795.7	11772.7	47933.8	11122.3	11827.3	3838.89	4267.99		11282	11917.6	4301.88	2653.75	10725.4	7518.52	12683.5	7606.29	24638.6	10986.2	7641.44	10186.9	6127.89	12897.5	12431.6	8571.51		33509.9	16587.7	11187	3167.44	10133.3	15944.6			15622.2	10777.8	6483.62	9123.08	5814.42
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	2796	2595.66	1933.08	1629.08	1654.27	1369.84									2960.74	4805.09		2371.76	29775.6			7930.62	2594.81	8352.32	1629.99	2018.13			1383.72										2159.45	1938.94	1853.62				3153.04	3906.97	4044.99	4221.56
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	10828.9	10583.3	7127.72	11436.5	7851.83	10559.1	15652.5	11416.8	7423.1	14031.5	13739.8	16441	37073.3	39644.3	11372.4	13158.9	11972.9	9578.33	9561.18	9888.94	7463.84	8954.07	13489.3	5661.82	10397.5	11499.6	14238.8	9222.54	10655.3	13326.9	8975.34	19364.6	12207.5	11101	12488.7	27432.4	17916.4	17727.7	11262.5	23124.5	12775.6	18258.2	14010.7	14755.1	14967.3	14409.6	11345.1	11805.3
O15117	FYB1_HUMAN	FYB1	FYN-binding protein 1				2645.17																							4395.87																					
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	16082.1	15854.1	11080.9	16922.6	17190.1	20241.4	13717.9	22694.8	13737.3	17659.6	14616.9	11066.1	17102.4	23365.2	22222.1	35552.4		5010.83	46825.4	6664.51	8478.18	11535.5	9688.24	17833.8	10374	12291.8	15663.2		20443.8	14991.4	8317.23		10281.9	24842.7	13665.9		8738.54	14968.1	28259.7	16121.9	12047.3	19180.2	2197.32		26846.5	18175.6	16784.3	14139.7
O15204	ADEC1_HUMAN	ADAMDEC1	ADAM DEC1		16131.7		12152.4	17851.6	8537.97			7448.1							12816.2		19456.8	18794.2	18261.8	15294	8283.46	8817		16463.9	12183.4	15912.1	7801.32	14593.2	11229.1				5799.94	7864.2				6217.77		23049.7	12353.7		16412.2	13124.6	6335.53		8885.57
O15240	VGF_HUMAN	VGF	Neurosecretory protein VGF			6219.73		16728		7440.47									4845.87			5546.25	4371.71	7846.53	23940.3	30952.6	3478.03		29351.8	4277.92		3976.75	3583.41											6564.12	3044.72		3479.5		3381.95	4050.58	4846.74
O15335	CHAD_HUMAN	CHAD	Chondroadherin	5696.52	3007.34	5312.17	5131.19	6587.2	7543.55	4959.06		5650.22							4013.38	4262.74	4564.75		4006.57	4590.93		6632.33	4293.94	6526.35	7683.47	7777.23	5967.5	6697.3	4790.34			8253.71						3866.45	3838.49	6560.64			5880.76	4073.33			
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3																2315.49			18062.4																										3710.44			
